code,name,raw
7891962054100,BISCOITO COOKIE ORIGINAL BAUDUCCO PACOTE 100G,7891962054100 - BISCOITO COOKIE ORIGINAL BAUDUCCO PACOTE 100G
7891962054117,BISCOITO COOKIE CHOCOLATE BAUDUCCO PACOTE 100G,7891962054117 - BISCOITO COOKIE CHOCOLATE BAUDUCCO PACOTE 100G
7891962054124,BISCOITO COOKIE COM GOTAS DE CHOCOLATE COBERTURA CHOCOLATE BAUDUCCO MAXI PACOTE 96G,7891962054124 - BISCOITO COOKIE COM GOTAS DE CHOCOLATE COBERTURA CHOCOLATE BAUDUCCO MAXI PACOTE 96G
7891962056500,BISCOITO CHOCO BISCUIT AO LEITE BAUDUCCO PACOTE 80G,7891962056500 - BISCOITO CHOCO BISCUIT AO LEITE BAUDUCCO PACOTE 80G
7891962056678,BISCOITO CHOCO BISCUIT MEIO AMARGO BAUDUCCO PACOTE 80G,7891962056678 - BISCOITO CHOCO BISCUIT MEIO AMARGO BAUDUCCO PACOTE 80G
7891962064048,PÃO DE FORMA TRADICIONAL BAUDUCCO PACOTE 390G,7891962064048 - PÃO DE FORMA TRADICIONAL BAUDUCCO PACOTE 390G
7891962064055,PÃO DE FORMA TRADICIONAL BAUDUCCO PACOTE 390G,7891962064055 - PÃO DE FORMA TRADICIONAL BAUDUCCO PACOTE 390G
7891962067346,BOLINHO CHOCOLATE RECHEIO BAUNILHA BAUDUCCO PACOTE 40G,7891962067346 - BOLINHO CHOCOLATE RECHEIO BAUNILHA BAUDUCCO PACOTE 40G
7891962067629,COOKIE MAXI BRANCO BAUDUCCO 96G,7891962067629 - COOKIE MAXI BRANCO BAUDUCCO 96G
7891962067889,BOLINHO LARANJA BAUDUCCO PACOTE 40G,7891962067889 - BOLINHO LARANJA BAUDUCCO PACOTE 40G
7891962076676,COOKIE BAUDUCCO FINI MAXI DENTADURA 96G,7891962076676 - COOKIE BAUDUCCO FINI MAXI DENTADURA 96G
7891991000727,REFRIGERANTE GUARANA ANTARCTICA ZERO 350ML,7891991000727 - REFRIGERANTE GUARANA ANTARCTICA ZERO 350ML
7891991000826,REFRIGERANTE ANTARCTICA GUARANÁ LATA 350 ML,7891991000826 - REFRIGERANTE ANTARCTICA GUARANÁ LATA 350 ML
7891991000840,ÁGUA TÔNICA ANTARCTICA LATA 350ML,7891991000840 - ÁGUA TÔNICA ANTARCTICA LATA 350ML
7891991000888,AGUA TONICA ANTARCTICA ZERO LT 350ML,7891991000888 - AGUA TONICA ANTARCTICA ZERO LT 350ML
7891991001342,REFRI GUARANA ANTARCTICA 2L,7891991001342 - REFRI GUARANA ANTARCTICA 2L
7891991001373,REFRI GUARANA ANTARCTICA DIET 2LT,7891991001373 - REFRI GUARANA ANTARCTICA DIET 2LT
7891991002646,REFRIGERANTE GUARANÁ ANTARCTICA GARRAFA 600ML,7891991002646 - REFRIGERANTE GUARANÁ ANTARCTICA GARRAFA 600ML
7891991008761,"REFRIGERANTE GUARANA ANTARCTICA 1,5L","7891991008761 - REFRIGERANTE GUARANA ANTARCTICA 1,5L"
7891991010481,CERVEJA BUDWEISER LATA 350ML,7891991010481 - CERVEJA BUDWEISER LATA 350ML
7891991011877,CERVEJA PILSEN BUDWEISER LATA 269ML,7891991011877 - CERVEJA PILSEN BUDWEISER LATA 269ML
7891991014762,CERVEJA BUDWEISER GF 330ML,7891991014762 - CERVEJA BUDWEISER GF 330ML
7891991014908,REFRIGERANTE GUARANÁ ANTARCTICA GARRAFA 200ML,7891991014908 - REFRIGERANTE GUARANÁ ANTARCTICA GARRAFA 200ML
7891991015462,CERVEJA LAGER PREMIUM PURO MALTE STELLA ARTOIS GARRAFA 330ML,7891991015462 - CERVEJA LAGER PREMIUM PURO MALTE STELLA ARTOIS GARRAFA 330ML
7891991015493,CERVEJA PILSEN ANTARCTICA ORIGINAL EM LATA DE 350ML,7891991015493 - CERVEJA PILSEN ANTARCTICA ORIGINAL EM LATA DE 350ML
7891991016124,REFRIGERANTE GUARANÁ ZERO AÇÚCAR ANTARCTICA GARRAFA 200ML,7891991016124 - REFRIGERANTE GUARANÁ ZERO AÇÚCAR ANTARCTICA GARRAFA 200ML
7891991294942,CERVEJA BRAHMA DUPLO MALTE ENGRADADO COM 12 LATAS DE 350ML CADA,7891991294942 - CERVEJA BRAHMA DUPLO MALTE ENGRADADO COM 12 LATAS DE 350ML CADA
7891991295055,CERVEJA CORONA EXTRA EM LATA DE 350ML,7891991295055 - CERVEJA CORONA EXTRA EM LATA DE 350ML
7891991295086,CERVEJA PILSEN ANTARCTICA ORIGINAL LATA 269ML,7891991295086 - CERVEJA PILSEN ANTARCTICA ORIGINAL LATA 269ML
7891991297424,CERVEJA PURO MALTE SPATEN EM LATA DE 350ML,7891991297424 - CERVEJA PURO MALTE SPATEN EM LATA DE 350ML
7891991301114,BEBIDA MISTA ALCOÓLICA GASEIFICADA GIN,7891991301114 - BEBIDA MISTA ALCOÓLICA GASEIFICADA GIN
7891991301138,BEBIDA MISTA ALCOÓLICA GASEIFICADA BEATS SENSES GARRAFA 269ML,7891991301138 - BEBIDA MISTA ALCOÓLICA GASEIFICADA BEATS SENSES GARRAFA 269ML
7891991304184,CERVEJA CERO SUNBREW ZERO ÁLCOOL CORONA GARRAFA 330ML,7891991304184 - CERVEJA CERO SUNBREW ZERO ÁLCOOL CORONA GARRAFA 330ML
7891991304870,CERVEJA PURO MALTE PURE GOLD SEM GLÚTEN STELLA ARTOIS GARRAFA 330ML,7891991304870 - CERVEJA PURO MALTE PURE GOLD SEM GLÚTEN STELLA ARTOIS GARRAFA 330ML
7891991305440,CERVEJA SPATEN LONG NECK 330ML,7891991305440 - CERVEJA SPATEN LONG NECK 330ML
7891999144485,REQUEIJÃO CREMOSO TRADICIONAL VIGOR COPO 200G,7891999144485 - REQUEIJÃO CREMOSO TRADICIONAL VIGOR COPO 200G
7891999970053,QUEIJO PARMESÃO RALADO VIGOR PACOTE 50G,7891999970053 - QUEIJO PARMESÃO RALADO VIGOR PACOTE 50G
7892840800000,REFRIG PEPSI COLA PET 2L,7892840800000 - REFRIG PEPSI COLA PET 2L
7892840800079,REFRIGERANTE PEPSI COLA LATA 350ML,7892840800079 - REFRIGERANTE PEPSI COLA LATA 350ML
7892840800567,REFRIGERANTE COLA PEPSI GARRAFA 200ML,7892840800567 - REFRIGERANTE COLA PEPSI GARRAFA 200ML
7892840802714,PEPSI TWIST GARRAFA PET 2 L,7892840802714 - PEPSI TWIST GARRAFA PET 2 L
7892840808020,ISOTÔNICO LARANJA GATORADE GARRAFA 500ML,7892840808020 - ISOTÔNICO LARANJA GATORADE GARRAFA 500ML
7892840808037,ISOTÔNICO LIMÃO GATORADE GARRAFA 500ML,7892840808037 - ISOTÔNICO LIMÃO GATORADE GARRAFA 500ML
7892840808044,ISOTONICO GATORADE TANGERINA 500ML,7892840808044 - ISOTONICO GATORADE TANGERINA 500ML
7892840808051,ISOTONICO GATORADE UVA 500ML,7892840808051 - ISOTONICO GATORADE UVA 500ML
7892840808174,ISOTÔNICO MORANGO E MARACUJÁ GATORADE GARRAFA 500ML,7892840808174 - ISOTÔNICO MORANGO E MARACUJÁ GATORADE GARRAFA 500ML
7892840812416,"BEBIDA GASEIFICADA LIMAO H2OH PET 1,5L","7892840812416 - BEBIDA GASEIFICADA LIMAO H2OH PET 1,5L"
7892840812423,REFRIGERANTE LIMÃO ZERO AÇÚCAR H2OH! GARRAFA 500ML,7892840812423 - REFRIGERANTE LIMÃO ZERO AÇÚCAR H2OH! GARRAFA 500ML
7892840812850,REFRIGERANTE LIMONETO ZERO AÇÚCAR H2OH! GARRAFA 500ML,7892840812850 - REFRIGERANTE LIMONETO ZERO AÇÚCAR H2OH! GARRAFA 500ML
7892840812874,"REFRIGERANTE H2OH! LIMONETO ZERO AÇÚCAR 1,5L","7892840812874 - REFRIGERANTE H2OH! LIMONETO ZERO AÇÚCAR 1,5L"
7892840813444,REFRIGERANTE COLA ZERO AÇÚCAR PEPSI BLACK GARRAFA 2L,7892840813444 - REFRIGERANTE COLA ZERO AÇÚCAR PEPSI BLACK GARRAFA 2L
7892840813505,REFRIGERANTE COLA ZERO AÇÚCAR PEPSI BLACK LATA 350ML,7892840813505 - REFRIGERANTE COLA ZERO AÇÚCAR PEPSI BLACK LATA 350ML
7892840814724,AMENDOIM JAPONÊS ELMA CHIPS PACOTE 145G,7892840814724 - AMENDOIM JAPONÊS ELMA CHIPS PACOTE 145G
7892840815752,AVEIA QUAKER 165G FLOCOS REGULAR,7892840815752 - AVEIA QUAKER 165G FLOCOS REGULAR
7892840815769,AVEIA EM FLOCOS FINOS QUAKER CAIXA 165G,7892840815769 - AVEIA EM FLOCOS FINOS QUAKER CAIXA 165G
7892840817916,SALGADINHO DE MILHO QUEIJO NACHO DORITOS PACOTE 210G,7892840817916 - SALGADINHO DE MILHO QUEIJO NACHO DORITOS PACOTE 210G
7892840817978,BATATA FRITA ONDULADA ORIGINAL ELMA CHIPS RUFFLES PACOTE 115G,7892840817978 - BATATA FRITA ONDULADA ORIGINAL ELMA CHIPS RUFFLES PACOTE 115G
7892840819323,REFRIG PEPSI COLA BLACK ZERO PET 200ML,7892840819323 - REFRIG PEPSI COLA BLACK ZERO PET 200ML
7892840819507,ACHOCOLATADO EM PO ORIGINAL TODDY EM POTE DE PLASTICO DE 370G,7892840819507 - ACHOCOLATADO EM PO ORIGINAL TODDY EM POTE DE PLASTICO DE 370G
7892840821470,SALGADINHO ELMA CHIPS 145G OVINHOS AMENDOIM,7892840821470 - SALGADINHO ELMA CHIPS 145G OVINHOS AMENDOIM
7892840822019,ISOTONICO GATORADE GF 500ML BERRY BLUE,7892840822019 - ISOTONICO GATORADE GF 500ML BERRY BLUE
7892840822286,SALG DE MILHO LUA PARMESÃO ELMA CHIPS CHEETOS 35G,7892840822286 - SALG DE MILHO LUA PARMESÃO ELMA CHIPS CHEETOS 35G
7892840822309,SALGADINHO CHEETOS ONDA REQUEIJAO 40G,7892840822309 - SALGADINHO CHEETOS ONDA REQUEIJAO 40G
7892840822323,SALGADINHO CHEETOS ONDA REQUEIJAO 160G,7892840822323 - SALGADINHO CHEETOS ONDA REQUEIJAO 160G
7892840822347,SALGADINHO DE MILHO QUEIJO NACHO DORITOS PACOTE 75G,7892840822347 - SALGADINHO DE MILHO QUEIJO NACHO DORITOS PACOTE 75G
7892840822378,SALGADINHO DORITOS DINAMITA FLAMIN HOT 60G,7892840822378 - SALGADINHO DORITOS DINAMITA FLAMIN HOT 60G
7892840822385,SALGADINHO QUEIJO NACHO DORITOS PACOTE 32G,7892840822385 - SALGADINHO QUEIJO NACHO DORITOS PACOTE 32G
7892840822446,SALG DE MILHO QUEIJO NACHO DORITOS PACOTE 120G,7892840822446 - SALG DE MILHO QUEIJO NACHO DORITOS PACOTE 120G
7892840822736,SALGADINHO DE MILHO LUA PARMESÃO ELMA CHIPS CHEETOS PACOTE 143G,7892840822736 - SALGADINHO DE MILHO LUA PARMESÃO ELMA CHIPS CHEETOS PACOTE 143G
7892840822774,SALGADINHO BACONZITOS 86G,7892840822774 - SALGADINHO BACONZITOS 86G
7892840822804,SALGADINHO DE MILHO ELMA CHIPS CEBOLITOS CLÁSSICOS PACOTE 91G,7892840822804 - SALGADINHO DE MILHO ELMA CHIPS CEBOLITOS CLÁSSICOS PACOTE 91G
7892840822859,SALGADINHO FANDANGOS PRESUNTO 35G,7892840822859 - SALGADINHO FANDANGOS PRESUNTO 35G
7892840822866,SALGADINHO DE MILHO QUEIJO ELMA CHIPS FANDANGOS PACOTE 35G,7892840822866 - SALGADINHO DE MILHO QUEIJO ELMA CHIPS FANDANGOS PACOTE 35G
7892840822903,SALGADINHO FANDANGOS PRESUNTO 160G,7892840822903 - SALGADINHO FANDANGOS PRESUNTO 160G
7892840822972,BATATA FRITA ONDULADA ORIGINAL ELMA CHIPS RUFFLES PACOTE 33G,7892840822972 - BATATA FRITA ONDULADA ORIGINAL ELMA CHIPS RUFFLES PACOTE 33G
7892840823030,BATATA FRITA ONDULADA CEBOLA,7892840823030 - BATATA FRITA ONDULADA CEBOLA
7892840823047,SALGADINHO RUFFLES CHURRASCO 68G,7892840823047 - SALGADINHO RUFFLES CHURRASCO 68G
7892840823054,BATATA FRITA ONDULADA ORIGINAL ELMA CHIPS RUFFLES PACOTE 68G,7892840823054 - BATATA FRITA ONDULADA ORIGINAL ELMA CHIPS RUFFLES PACOTE 68G
7892840823375,BATATA LAY'S CLÁSSICA 70G,7892840823375 - BATATA LAY'S CLÁSSICA 70G
7892840823399,BATATA FRITA LISA SOUR CREAM LAYS PACOTE 70G,7892840823399 - BATATA FRITA LISA SOUR CREAM LAYS PACOTE 70G
7892840823405,BATATA FRITA LISA CLÁSSICA LAY'S PACOTE 115G,7892840823405 - BATATA FRITA LISA CLÁSSICA LAY'S PACOTE 115G
7892840823412,BATATA LAYS SOUR CREAM PCT 115G,7892840823412 - BATATA LAYS SOUR CREAM PCT 115G
7893000005945,FILÉ DE PEITO DE FRANGO CONGELADO SEM PELE SEM OSSO SADIA 1KG,7893000005945 - FILÉ DE PEITO DE FRANGO CONGELADO SEM PELE SEM OSSO SADIA 1KG
7893000043213,HOT POCKET PICANHA SADIA 145G,7893000043213 - HOT POCKET PICANHA SADIA 145G
7893000079298,MARGARINA CREMOSA COM SAL QUALY POTE 1KG EMBALAGEM ECONÔMICA,7893000079298 - MARGARINA CREMOSA COM SAL QUALY POTE 1KG EMBALAGEM ECONÔMICA
7893000135529,SALSICHA HOT DOG SADIA 500G 10 UNIDADES,7893000135529 - SALSICHA HOT DOG SADIA 500G 10 UNIDADES
7893000383005,MARGARINA CREMOSA SEM SAL QUALY POTE 500G,7893000383005 - MARGARINA CREMOSA SEM SAL QUALY POTE 500G
7893000387096,HAMBÚRGUER BOVINO SADIA CAIXA 672G 12 UNIDADES,7893000387096 - HAMBÚRGUER BOVINO SADIA CAIXA 672G 12 UNIDADES
7893000394117,MARGARINA QUALY 250G,7893000394117 - MARGARINA QUALY 250G
7893000394209,MARGARINA VEGETAL TRADICIONAL COM SAL QUALY EM POTE PLASTICO DE 500G,7893000394209 - MARGARINA VEGETAL TRADICIONAL COM SAL QUALY EM POTE PLASTICO DE 500G
7893000488878,COXINHA DA ASA DE FRANGO CONGELADA SADIA POUCH 1KG,7893000488878 - COXINHA DA ASA DE FRANGO CONGELADA SADIA POUCH 1KG
7893000631939,PIZZA MUSSARELA SADIA CAIXA 440G,7893000631939 - PIZZA MUSSARELA SADIA CAIXA 440G
7893000632073,PIZZA CALABRESA SADIA CAIXA 460G,7893000632073 - PIZZA CALABRESA SADIA CAIXA 460G
7893000949270,EMPANADO DE FRANGO CROCANTE SADIA NUGGETS PACOTE 300G,7893000949270 - EMPANADO DE FRANGO CROCANTE SADIA NUGGETS PACOTE 300G
7893000949355,EMPANADO DE FRANGO TRADICIONAL SADIA NUGGETS PACOTE 300G,7893000949355 - EMPANADO DE FRANGO TRADICIONAL SADIA NUGGETS PACOTE 300G
7893000949430,EMPANADO DE FRANGO QUEIJO SADIA NUGGETS PACOTE 300G,7893000949430 - EMPANADO DE FRANGO QUEIJO SADIA NUGGETS PACOTE 300G
7893218000473,VODKA DESTILADA SMIRNOFF GARRAFA 998ML,7893218000473 - VODKA DESTILADA SMIRNOFF GARRAFA 998ML
7893218003603,ICE SMIRNOFF VERMELHA 275ML,7893218003603 - ICE SMIRNOFF VERMELHA 275ML
7893218003610,BEBIDA MISTA ALCOÓLICA LIMÃO CLÁSSICO SMIRNOFF ICE LATA 269ML,7893218003610 - BEBIDA MISTA ALCOÓLICA LIMÃO CLÁSSICO SMIRNOFF ICE LATA 269ML
7894000000275,CALDO TABLETE GALINHA KNORR MAIS SABOR CAIXA 57G 6 UNIDADES,7894000000275 - CALDO TABLETE GALINHA KNORR MAIS SABOR CAIXA 57G 6 UNIDADES
7894000010014,AMIDO MILHO MAIZENA CX 200G,7894000010014 - AMIDO MILHO MAIZENA CX 200G
7894000030470,MAIONESE HELLMANNS SACHÊ 200G,7894000030470 - MAIONESE HELLMANNS SACHÊ 200G
7894000050027,MAIONESE HELLMANNS POTE 250G,7894000050027 - MAIONESE HELLMANNS POTE 250G
7894000050034,MAIONESE HELLMANNS POTE 500G,7894000050034 - MAIONESE HELLMANNS POTE 500G
7894321242521,ACHOCOLATADO TODDYNHO LEVINHO 200ML,7894321242521 - ACHOCOLATADO TODDYNHO LEVINHO 200ML
7894321722016,BEBIDA LACTEA SABOR CHOCOLATE TODDYNHO TODDY EM CAIXA DE 200ML,7894321722016 - BEBIDA LACTEA SABOR CHOCOLATE TODDYNHO TODDY EM CAIXA DE 200ML
7894650003787,INSETICIDA AEROSSOL AÇÃO TOTAL BAYGON FRASCO 360ML SPRAY EMBALAGEM ECONÔMICA,7894650003787 - INSETICIDA AEROSSOL AÇÃO TOTAL BAYGON FRASCO 360ML SPRAY EMBALAGEM ECONÔMICA
7894650003848,INSETICIDA AEROSSOL MULTI INSETOS BASE ÁGUA EUCALIPTO RAID FRASCO 420ML SPRAY LEVE MAIS PAGUE MENOS,7894650003848 - INSETICIDA AEROSSOL MULTI INSETOS BASE ÁGUA EUCALIPTO RAID FRASCO 420ML SPRAY LEVE MAIS PAGUE MENOS
7894900010015,REFRIG COCA COLA LT 350ML,7894900010015 - REFRIG COCA COLA LT 350ML
7894900010398,REFRI COCA COLA 220ML,7894900010398 - REFRI COCA COLA 220ML
7894900011609,REFRIGERANTE COCA COLA GARRAFA 600ML,7894900011609 - REFRIGERANTE COCA COLA GARRAFA 600ML
7894900011753,"REFRIGERANTE COCA COLA ORIGINAL GARRAFA 1,5L","7894900011753 - REFRIGERANTE COCA COLA ORIGINAL GARRAFA 1,5L"
7894900025019,REFRIGERANTE CAFÉ ESPRESSO COCA COLA LATA 220ML,7894900025019 - REFRIGERANTE CAFÉ ESPRESSO COCA COLA LATA 220ML
7894900027013,REFRI COCA COLA PET 2L,7894900027013 - REFRI COCA COLA PET 2L
7894900030013,REFRIGERANTE LARANJA FANTA LATA 350ML,7894900030013 - REFRIGERANTE LARANJA FANTA LATA 350ML
7894900031515,REFRIGERANTE LARANJA FANTA GARRAFA 2L,7894900031515 - REFRIGERANTE LARANJA FANTA GARRAFA 2L
7894900050011,REFRIGERANTE UVA FANTA LATA 350ML,7894900050011 - REFRIGERANTE UVA FANTA LATA 350ML
7894900051513,REFRIGERANTE UVA FANTA GARRAFA 2L,7894900051513 - REFRIGERANTE UVA FANTA GARRAFA 2L
7894900060010,REFRIGERANTE LIMÃO SEM AÇÚCARES SPRITE LATA 350ML,7894900060010 - REFRIGERANTE LIMÃO SEM AÇÚCARES SPRITE LATA 350ML
7894900061512,REFRIGERANTE SPRITE ZERO LIMAO PET 2LT,7894900061512 - REFRIGERANTE SPRITE ZERO LIMAO PET 2LT
7894900300017,AGUA TONICA SCHWEPPES 350ML,7894900300017 - AGUA TONICA SCHWEPPES 350ML
7894900320015,REFRIGERANTE CITRUS SCHWEPPES LATA 350ML,7894900320015 - REFRIGERANTE CITRUS SCHWEPPES LATA 350ML
7894900337006,VODKA ABSOLUT SPRITE 269 ML,7894900337006 - VODKA ABSOLUT SPRITE 269 ML
7894900360011,AGUA TONICA SCHWEPPES S ACUCAR 350ML,7894900360011 - AGUA TONICA SCHWEPPES S ACUCAR 350ML
7894900501001,ISOTONICO POWERADE UVA 500ML,7894900501001 - ISOTONICO POWERADE UVA 500ML
7894900503029,ISOTÔNICO LARANJA FIFA WORLD CUP QATAR 2022 POWERADE SQUEEZE 500ML,7894900503029 - ISOTÔNICO LARANJA FIFA WORLD CUP QATAR 2022 POWERADE SQUEEZE 500ML
7894900504002,ISOTÔNICO MIX DE FRUTAS POWERADE GARRAFA 500ML,7894900504002 - ISOTÔNICO MIX DE FRUTAS POWERADE GARRAFA 500ML
7894900508017,ISOTONICO POWERADE FR TROPICAIS 500ML,7894900508017 - ISOTONICO POWERADE FR TROPICAIS 500ML
7894900530001,ÁGUA MINERAL NATURAL SEM GÁS CRYSTAL GARRAFA 500ML,7894900530001 - ÁGUA MINERAL NATURAL SEM GÁS CRYSTAL GARRAFA 500ML
7894900530032,"AGUA S GAS CRYSTAL 1,5L","7894900530032 - AGUA S GAS CRYSTAL 1,5L"
7894900531008,AGUA MINERAL CRYSTAL C GAS 500ML,7894900531008 - AGUA MINERAL CRYSTAL C GAS 500ML
7894900531015,"ÁGUA MINERAL NATURAL COM GÁS CRYSTAL GARRAFA 1,5L","7894900531015 - ÁGUA MINERAL NATURAL COM GÁS CRYSTAL GARRAFA 1,5L"
7894900550061,"BEBIDA ADOÇADA UVA DEL VALLE FRUT GARRAFA 1,5L","7894900550061 - BEBIDA ADOÇADA UVA DEL VALLE FRUT GARRAFA 1,5L"
7894900563702,REFRESCO ADOÇADO LARANJA DEL VALLE KAPO CAIXA 200ML,7894900563702 - REFRESCO ADOÇADO LARANJA DEL VALLE KAPO CAIXA 200ML
7894900573701,SUCO DEL VALLE KAPO MARACUJA 200ML,7894900573701 - SUCO DEL VALLE KAPO MARACUJA 200ML
7894900583700,SUCO DEL VALLE KAPO MORANGO 200ML,7894900583700 - SUCO DEL VALLE KAPO MORANGO 200ML
7894900593709,SUCO DEL VALLE KAPO UVA 200ML,7894900593709 - SUCO DEL VALLE KAPO UVA 200ML
7894900680508,REFRIGERANTE LEMON FRESH ZERO AÇÚCAR SPRITE GARRAFA 510ML,7894900680508 - REFRIGERANTE LEMON FRESH ZERO AÇÚCAR SPRITE GARRAFA 510ML
7894900681000,REFRIGERANTE LIMÃO SPRITE GARRAFA 2L,7894900681000 - REFRIGERANTE LIMÃO SPRITE GARRAFA 2L
7894900681017,REFRIGERANTE LIMÃO SPRITE LATA 350ML,7894900681017 - REFRIGERANTE LIMÃO SPRITE LATA 350ML
7894900700015,REFRIG COCA COLA ZERO LT 350ML,7894900700015 - REFRIG COCA COLA ZERO LT 350ML
7894900700398,REFRIGERANTE SEM AÇÚCAR COCA COLA LATA 220ML,7894900700398 - REFRIGERANTE SEM AÇÚCAR COCA COLA LATA 220ML
7894900701517,REFRIG COCA COLA ZERO PET 2L,7894900701517 - REFRIG COCA COLA ZERO PET 2L
7894900701609,REFRIGERANTE SEM AÇÚCAR COCA COLA GARRAFA 600ML,7894900701609 - REFRIGERANTE SEM AÇÚCAR COCA COLA GARRAFA 600ML
7894900701715,REFRIG COCA COLA ZERO PET 1L,7894900701715 - REFRIG COCA COLA ZERO PET 1L
7894900701753,COCA COLA SEM ACUCAR PET C 1 5 L,7894900701753 - COCA COLA SEM ACUCAR PET C 1 5 L
7894900911510,REFRIGERANTE GUARANÁ KUAT GARRAFA 2L,7894900911510 - REFRIGERANTE GUARANÁ KUAT GARRAFA 2L
7894904002450,TEXAS BURGER,7894904002450 - TEXAS BURGER
7894904003495,STEAK DE FRANGO EMPANADO SEARA,7894904003495 - STEAK DE FRANGO EMPANADO SEARA
7894904005482,SALSICHA HOT DOG SEARA RESFRIADA PACOTE 500G,7894904005482 - SALSICHA HOT DOG SEARA RESFRIADA PACOTE 500G
7894904009862,LINGUICA CALABRESA DEFUM SEARA PCT 400G,7894904009862 - LINGUICA CALABRESA DEFUM SEARA PCT 400G
7894904082704,LASANHA SEARA SABORES 600G,7894904082704 - LASANHA SEARA SABORES 600G
7894904082728,LASANHA BOLONHESA SEARA 350G,7894904082728 - LASANHA BOLONHESA SEARA 350G
7894904204557,LINGUIÇA SEARA MISTA DEF FININHA 215G,7894904204557 - LINGUIÇA SEARA MISTA DEF FININHA 215G
7894904271528,MARGARINA COM SAL E CREME DE LEITE DELÃCIA POTE 500G,7894904271528 - MARGARINA COM SAL E CREME DE LEITE DELÃCIA POTE 500G
7894904280001,EMPANADO DE FRANGO PEITO RECHEIO PRESUNTO E QUEIJO SEARA PACOTE 110G,7894904280001 - EMPANADO DE FRANGO PEITO RECHEIO PRESUNTO E QUEIJO SEARA PACOTE 110G
7894904500116,TEKITOS SEARA TRADICIONAL 300G,7894904500116 - TEKITOS SEARA TRADICIONAL 300G
7894904571956,MARGARINA DORIANA COM SAL 500G,7894904571956 - MARGARINA DORIANA COM SAL 500G
7895144603063,"MENTOS STICK MENTOS FRUTAS VERMELHAS 37,5 GRAMAS","7895144603063 - MENTOS STICK MENTOS FRUTAS VERMELHAS 37,5 GRAMAS"
7895144603148,DROPS MENTOS STICK RAINBOW 38G,7895144603148 - DROPS MENTOS STICK RAINBOW 38G
7895800201503,GOMA DE MASCAR MORANGO ZERO AÇÚCAR TRIDENT ENVELOPE 8G 5 UNIDADES,7895800201503 - GOMA DE MASCAR MORANGO ZERO AÇÚCAR TRIDENT ENVELOPE 8G 5 UNIDADES
7895800304211,GOMA DE MASCAR HORTELÃ ZERO AÇÚCAR TRIDENT ENVELOPE 8G 5 UNIDADES,7895800304211 - GOMA DE MASCAR HORTELÃ ZERO AÇÚCAR TRIDENT ENVELOPE 8G 5 UNIDADES
7895800304228,GOMA DE MASCAR MENTA ZERO AÇÚCAR TRIDENT ENVELOPE 8G 5 UNIDADES,7895800304228 - GOMA DE MASCAR MENTA ZERO AÇÚCAR TRIDENT ENVELOPE 8G 5 UNIDADES
7895800304235,GOMA DE MASCAR CANELA ZERO AÇÚCAR TRIDENT ENVELOPE 8G 5 UNIDADES,7895800304235 - GOMA DE MASCAR CANELA ZERO AÇÚCAR TRIDENT ENVELOPE 8G 5 UNIDADES
7895800309780,GOMA DE MASCAR MELANCIA ZERO AÇÚCAR TRIDENT ENVELOPE 8G 5 UNIDADES,7895800309780 - GOMA DE MASCAR MELANCIA ZERO AÇÚCAR TRIDENT ENVELOPE 8G 5 UNIDADES
7895800430002,GOMA DE MASCAR TUTTI FRUTTI ZERO AÇÚCAR TRIDENT ENVELOPE 8G 5 UNIDADES,7895800430002 - GOMA DE MASCAR TUTTI FRUTTI ZERO AÇÚCAR TRIDENT ENVELOPE 8G 5 UNIDADES
7896002360234,PÃO BISNAGUINHA TRADICIONAL PULLMAN BISNAGUITO PACOTE 300G,7896002360234 - PÃO BISNAGUINHA TRADICIONAL PULLMAN BISNAGUITO PACOTE 300G
7896002360326,PÃO DE FORMA TRADICIONAL PULLMAN PACOTE 480G,7896002360326 - PÃO DE FORMA TRADICIONAL PULLMAN PACOTE 480G
7896002362412,BOLO BAUNILHA RECHEIO BAUNILHA ANA MARIA PACOTE 70G,7896002362412 - BOLO BAUNILHA RECHEIO BAUNILHA ANA MARIA PACOTE 70G
7896002363259,BOLO BAUNILHA COM GOTAS DE CHOCOLATE RECHEIO CHOCOLATE ANA MARIA PACOTE 70G,7896002363259 - BOLO BAUNILHA COM GOTAS DE CHOCOLATE RECHEIO CHOCOLATE ANA MARIA PACOTE 70G
7896002363792,PAO RAP 10 TRAD PULLMAN 330GR,7896002363792 - PAO RAP 10 TRAD PULLMAN 330GR
7896002364546,PAO IND PULLMAN RAP 10 LIGHT PCT 297G,7896002364546 - PAO IND PULLMAN RAP 10 LIGHT PCT 297G
7896002365420,PÃO TORTILHA INTEGRAL RAP10 POUCH 297G,7896002365420 - PÃO TORTILHA INTEGRAL RAP10 POUCH 297G
7896002365963,SNACK DE TRIGO PEITO DE PERU COM REQUEIJÃO CROCANTÍSSIMO ORIGINAL PACOTE 40G,7896002365963 - SNACK DE TRIGO PEITO DE PERU COM REQUEIJÃO CROCANTÍSSIMO ORIGINAL PACOTE 40G
7896004006239,SALGADINHO DE BATATA CREME E CEBOLA PRINGLES TUBO 109G,7896004006239 - SALGADINHO DE BATATA CREME E CEBOLA PRINGLES TUBO 109G
7896004006277,SALGADINHO DE BATATA ORIGINAL PRINGLES EM CAIXA EM FORMA DE TUBO DE 104G,7896004006277 - SALGADINHO DE BATATA ORIGINAL PRINGLES EM CAIXA EM FORMA DE TUBO DE 104G
